claim_id,policy_id,claim_date,claim_type,claim_amount,amount_approved,claim_status,settlement_days,garage_type
377,1930,2/24/2026,Own Damage,195161,0,Pending,51,Authorized
378,495,5/17/2026,Natural Disaster,291704,210633,Approved,60,Cashless Network
379,3684,8/3/2025,Total Loss,150824,79689,Approved,81,Authorized
380,3187,5/25/2026,Glass Damage,256862,0,Pending,10,Authorized
381,2942,4/10/2026,Natural Disaster,488664,476695,Approved,9,Multi Brand
382,2318,6/16/2026,Natural Disaster,220765,0,Rejected,82,Multi Brand
383,879,6/10/2026,Natural Disaster,154317,0,Pending,35,Cashless Network
384,409,3/28/2026,Accidental Damage,42447,0,Rejected,60,Authorized
385,660,11/20/2025,Engine Damage,484578,91947,Approved,26,Local Garage
386,3490,12/7/2025,Engine Damage,299655,0,Pending,73,Multi Brand
387,3722,12/25/2025,Flood Damage,330273,0,Rejected,23,Authorized
388,1987,6/28/2025,Accidental Damage,115395,47605,Approved,54,Authorized
389,1,3/12/2026,Accidental Damage,309283,0,Rejected,74,Multi Brand
390,2424,5/19/2026,Engine Damage,343206,341314,Approved,50,Cashless Network
391,1813,9/26/2025,Accidental Damage,124943,0,Rejected,55,Multi Brand
392,268,8/26/2025,Glass Damage,39218,10196,Approved,10,Multi Brand
393,2225,7/11/2025,Engine Damage,405471,0,Pending,52,Authorized
394,1072,4/6/2026,Accidental Damage,443905,0,Pending,30,Authorized
395,2011,5/11/2026,Flood Damage,281988,61495,Approved,72,Cashless Network
396,2082,5/6/2026,Natural Disaster,294060,0,Pending,68,Multi Brand
397,495,6/13/2026,Glass Damage,101199,0,Rejected,12,Multi Brand
398,394,6/16/2026,Natural Disaster,478964,357684,Approved,46,Multi Brand
399,124,4/6/2026,Glass Damage,169332,0,Pending,34,Multi Brand
400,2962,8/11/2025,Glass Damage,384040,14390,Approved,37,Cashless Network
401,109,10/11/2025,Own Damage,421366,0,Pending,46,Authorized
402,3796,8/13/2025,Natural Disaster,312290,114727,Approved,57,Cashless Network
403,823,6/1/2026,Own Damage,156645,0,Pending,18,Authorized
404,1316,1/19/2026,Accidental Damage,274533,0,Pending,49,Cashless Network
405,569,7/27/2025,Theft Fire Damage,388446,227320,Approved,90,Cashless Network
406,66,8/17/2025,Flood Damage,159326,0,Pending,77,Local Garage
407,3856,10/2/2025,Theft Fire Damage,461019,0,Rejected,31,Multi Brand
408,3363,12/21/2025,Engine Damage,24688,0,Rejected,82,Local Garage
409,2763,4/14/2026,Theft Fire Damage,467632,79368,Approved,62,Authorized
410,1848,1/17/2026,Own Damage,90148,24852,Approved,76,Local Garage
411,1923,11/7/2025,Engine Damage,259707,0,Pending,85,Local Garage
412,1478,9/23/2025,Natural Disaster,317811,0,Pending,23,Authorized
413,2340,12/13/2025,Own Damage,64554,0,Pending,60,Authorized
414,2790,4/7/2026,Own Damage,77226,0,Rejected,79,Multi Brand
415,2904,4/25/2026,Natural Disaster,457421,0,Pending,57,Local Garage
416,2349,9/21/2025,Theft Fire Damage,275686,0,Rejected,74,Cashless Network
417,2999,10/15/2025,Accidental Damage,51725,0,Pending,81,Multi Brand
418,2870,1/27/2026,Total Loss,418868,0,Rejected,11,Multi Brand
419,719,6/26/2026,Natural Disaster,291626,0,Pending,16,Cashless Network
420,172,11/25/2025,Engine Damage,152432,0,Rejected,26,Local Garage
421,3180,1/5/2026,Theft Fire Damage,152562,0,Rejected,8,Authorized
422,520,2/5/2026,Flood Damage,252517,0,Rejected,89,Local Garage
423,2100,10/16/2025,Glass Damage,472639,468343,Approved,31,Local Garage
424,634,6/29/2025,Accidental Damage,194107,0,Pending,22,Multi Brand
425,3693,1/29/2026,Natural Disaster,284529,0,Pending,30,Local Garage
426,919,12/18/2025,Total Loss,103951,0,Pending,20,Multi Brand
427,3205,11/3/2025,Own Damage,130951,0,Pending,57,Local Garage
428,1194,7/12/2025,Own Damage,46974,0,Rejected,24,Multi Brand
429,3680,11/10/2025,Accidental Damage,405320,208744,Approved,66,Local Garage
430,2532,3/17/2026,Own Damage,328713,0,Rejected,5,Authorized
431,1285,10/15/2025,Own Damage,482212,0,Rejected,32,Multi Brand
432,1835,5/13/2026,Flood Damage,60199,0,Pending,70,Local Garage
433,1117,10/20/2025,Total Loss,458372,286172,Approved,67,Multi Brand
434,2845,6/28/2025,Glass Damage,391169,0,Rejected,36,Authorized
435,636,12/17/2025,Own Damage,375665,0,Rejected,44,Multi Brand
436,3634,2/4/2026,Theft Fire Damage,22575,11641,Approved,68,Cashless Network
437,3088,3/6/2026,Own Damage,481075,254808,Approved,84,Authorized
438,1297,10/3/2025,Engine Damage,139127,0,Pending,40,Multi Brand
439,1144,5/6/2026,Glass Damage,129519,0,Pending,83,Multi Brand
440,3010,3/28/2026,Accidental Damage,117944,0,Pending,20,Cashless Network
441,1038,3/22/2026,Glass Damage,226103,207462,Approved,1,Multi Brand
442,1885,11/21/2025,Own Damage,398107,0,Rejected,12,Authorized
443,107,4/22/2026,Flood Damage,486752,378919,Approved,68,Cashless Network
444,1383,1/11/2026,Total Loss,15009,0,Rejected,77,Authorized
445,3298,3/11/2026,Natural Disaster,228056,0,Rejected,79,Multi Brand
446,147,2/20/2026,Accidental Damage,289124,0,Pending,39,Cashless Network
447,367,9/21/2025,Glass Damage,67238,50659,Approved,2,Local Garage
448,3785,7/2/2025,Accidental Damage,169457,158775,Approved,68,Local Garage
449,2439,6/27/2026,Glass Damage,244318,0,Pending,22,Cashless Network
450,239,10/10/2025,Own Damage,92221,0,Rejected,20,Local Garage
451,937,12/24/2025,Total Loss,421828,0,Pending,49,Cashless Network
452,2394,2/25/2026,Own Damage,454568,0,Rejected,41,Multi Brand
453,1897,12/25/2025,Glass Damage,170552,0,Pending,9,Cashless Network
454,3155,2/3/2026,Theft Fire Damage,149904,17119,Approved,33,Cashless Network
455,201,7/27/2025,Accidental Damage,436022,378852,Approved,39,Multi Brand
456,3253,1/10/2026,Natural Disaster,295853,197759,Approved,54,Authorized
457,3328,3/4/2026,Own Damage,207587,106854,Approved,49,Multi Brand
458,326,6/11/2026,Glass Damage,105181,0,Rejected,25,Multi Brand
459,1630,3/13/2026,Glass Damage,385356,161426,Approved,53,Authorized
460,1636,9/23/2025,Total Loss,380757,0,Rejected,43,Authorized
461,21,8/16/2025,Glass Damage,442701,56034,Approved,33,Multi Brand
462,2067,6/30/2025,Natural Disaster,188065,0,Pending,71,Local Garage
463,2622,3/31/2026,Flood Damage,326319,60742,Approved,55,Multi Brand
464,1438,11/21/2025,Own Damage,130967,0,Pending,23,Authorized
465,2305,12/2/2025,Engine Damage,254305,0,Pending,57,Multi Brand
466,930,2/12/2026,Glass Damage,172105,0,Pending,42,Multi Brand
467,1514,1/10/2026,Accidental Damage,375737,24903,Approved,57,Cashless Network
468,3176,5/4/2026,Theft Fire Damage,232580,0,Rejected,13,Authorized
469,1146,1/29/2026,Glass Damage,499980,0,Pending,66,Cashless Network
470,3453,11/22/2025,Engine Damage,333842,0,Rejected,62,Local Garage
471,204,7/22/2025,Own Damage,213007,197114,Approved,83,Local Garage
472,1140,8/29/2025,Flood Damage,178075,0,Rejected,22,Local Garage
473,36,2/18/2026,Natural Disaster,463503,0,Pending,84,Multi Brand
474,3757,4/3/2026,Accidental Damage,88002,0,Pending,86,Local Garage
475,1151,10/15/2025,Natural Disaster,343334,167753,Approved,54,Local Garage
476,1237,5/4/2026,Natural Disaster,243910,0,Rejected,18,Cashless Network
477,1513,9/7/2025,Natural Disaster,82120,0,Pending,18,Cashless Network
478,494,12/21/2025,Total Loss,74760,0,Rejected,8,Multi Brand
479,2938,10/19/2025,Total Loss,71252,11181,Approved,33,Multi Brand
480,1068,10/25/2025,Accidental Damage,368483,74290,Approved,22,Cashless Network
481,3307,3/3/2026,Engine Damage,215737,151802,Approved,63,Cashless Network
482,120,8/6/2025,Accidental Damage,267490,8461,Approved,57,Local Garage
483,233,5/1/2026,Theft Fire Damage,412210,0,Pending,81,Authorized
484,846,2/24/2026,Flood Damage,347213,0,Pending,37,Local Garage
485,2665,8/1/2025,Glass Damage,44938,0,Pending,46,Local Garage
486,280,9/18/2025,Total Loss,145136,0,Rejected,90,Local Garage
487,3597,11/11/2025,Accidental Damage,360761,0,Pending,9,Cashless Network
488,3648,6/11/2026,Total Loss,94642,0,Pending,71,Local Garage
489,2709,8/3/2025,Total Loss,304915,0,Rejected,28,Local Garage
490,1163,7/15/2025,Glass Damage,107624,42510,Approved,83,Cashless Network
491,2818,10/27/2025,Glass Damage,247127,0,Rejected,37,Local Garage
492,3252,5/8/2026,Natural Disaster,187644,0,Pending,20,Authorized
493,3845,6/19/2026,Accidental Damage,317290,0,Pending,30,Multi Brand
494,2804,12/1/2025,Engine Damage,360620,0,Rejected,83,Authorized
495,208,9/13/2025,Own Damage,319347,0,Rejected,32,Multi Brand
496,2678,11/23/2025,Total Loss,114161,106406,Approved,27,Cashless Network
497,3666,1/9/2026,Engine Damage,416639,340232,Approved,49,Cashless Network
498,2103,5/10/2026,Glass Damage,397404,0,Rejected,1,Multi Brand
499,2960,12/15/2025,Own Damage,236101,0,Rejected,11,Cashless Network
500,2347,12/17/2025,Own Damage,448267,0,Rejected,66,Authorized
501,318,9/9/2025,Glass Damage,283164,0,Pending,61,Local Garage
502,594,11/24/2025,Own Damage,150744,0,Rejected,63,Authorized
503,1751,3/2/2026,Glass Damage,10486,0,Pending,1,Authorized
504,1773,11/6/2025,Flood Damage,409863,256954,Approved,17,Cashless Network
505,2561,1/10/2026,Total Loss,57458,0,Rejected,34,Authorized
506,845,8/13/2025,Natural Disaster,301275,0,Rejected,44,Multi Brand
507,1056,3/19/2026,Flood Damage,352551,0,Rejected,50,Local Garage
508,745,5/7/2026,Flood Damage,375911,335816,Approved,56,Cashless Network
509,2714,10/30/2025,Natural Disaster,82610,0,Rejected,11,Cashless Network
510,3380,6/15/2026,Theft Fire Damage,51164,0,Rejected,41,Authorized
511,2916,3/18/2026,Natural Disaster,318264,0,Pending,69,Multi Brand
512,2319,12/17/2025,Engine Damage,94760,22717,Approved,46,Local Garage
513,3028,9/3/2025,Accidental Damage,253111,0,Rejected,6,Multi Brand
514,2271,5/30/2026,Natural Disaster,357727,0,Rejected,50,Authorized
515,405,6/12/2026,Flood Damage,109840,0,Rejected,24,Cashless Network
516,1713,10/29/2025,Glass Damage,380938,0,Pending,51,Multi Brand
517,371,6/13/2026,Natural Disaster,459004,430833,Approved,87,Authorized
518,2640,8/17/2025,Flood Damage,66049,0,Pending,14,Local Garage
519,3203,8/22/2025,Own Damage,156886,0,Pending,51,Multi Brand
520,3131,7/27/2025,Accidental Damage,129607,0,Pending,61,Cashless Network
521,15,10/7/2025,Glass Damage,487614,0,Rejected,53,Authorized
522,1398,5/25/2026,Glass Damage,287776,0,Pending,33,Multi Brand
523,2138,1/25/2026,Engine Damage,174747,42334,Approved,25,Local Garage
524,1409,1/19/2026,Engine Damage,392908,0,Pending,88,Local Garage
525,389,5/23/2026,Engine Damage,388870,24229,Approved,45,Multi Brand
526,2787,6/12/2026,Engine Damage,339810,104472,Approved,64,Local Garage
527,1267,8/24/2025,Own Damage,185692,0,Pending,42,Authorized
528,337,3/17/2026,Engine Damage,339385,0,Pending,67,Cashless Network
529,22,3/6/2026,Natural Disaster,328814,0,Rejected,67,Authorized
530,1516,1/9/2026,Accidental Damage,331929,0,Pending,60,Multi Brand
531,3479,1/11/2026,Flood Damage,390170,0,Rejected,65,Local Garage
532,271,1/13/2026,Accidental Damage,122935,0,Rejected,83,Multi Brand
533,3042,4/14/2026,Accidental Damage,269248,108244,Approved,40,Multi Brand
534,1109,9/29/2025,Glass Damage,296132,74127,Approved,58,Authorized
535,2630,11/13/2025,Total Loss,169303,0,Rejected,72,Authorized
536,1838,2/24/2026,Natural Disaster,158887,0,Rejected,69,Authorized
537,1018,4/13/2026,Own Damage,459753,258860,Approved,67,Authorized
538,1920,8/8/2025,Engine Damage,107954,27179,Approved,3,Multi Brand
539,1275,2/15/2026,Total Loss,466085,0,Rejected,61,Local Garage
540,1848,9/8/2025,Engine Damage,82214,0,Rejected,8,Authorized
541,2973,6/27/2026,Flood Damage,246333,0,Rejected,23,Multi Brand
542,1272,7/5/2025,Own Damage,445996,103210,Approved,68,Authorized
543,1021,7/27/2025,Flood Damage,16349,0,Rejected,6,Authorized
544,971,2/3/2026,Engine Damage,286271,0,Pending,59,Multi Brand
545,1531,9/24/2025,Engine Damage,433947,0,Pending,38,Local Garage
546,751,5/15/2026,Flood Damage,490518,371590,Approved,56,Cashless Network
547,1381,8/23/2025,Accidental Damage,316584,214907,Approved,25,Multi Brand
548,3589,4/30/2026,Own Damage,350009,0,Rejected,50,Local Garage
549,192,6/29/2025,Flood Damage,222858,0,Pending,90,Multi Brand
550,788,8/12/2025,Own Damage,300144,0,Pending,41,Authorized
551,1870,1/27/2026,Accidental Damage,298943,285999,Approved,72,Authorized
552,3524,10/9/2025,Engine Damage,72220,0,Rejected,32,Cashless Network
553,2509,10/21/2025,Natural Disaster,496443,0,Pending,76,Multi Brand
554,3186,11/21/2025,Accidental Damage,277527,166086,Approved,25,Cashless Network
555,1886,10/2/2025,Total Loss,114505,84442,Approved,66,Local Garage
556,1137,10/10/2025,Natural Disaster,148089,0,Pending,81,Local Garage
557,3069,6/5/2026,Accidental Damage,285472,119471,Approved,66,Authorized
558,1110,12/31/2025,Flood Damage,300186,169526,Approved,50,Local Garage
559,3241,5/8/2026,Natural Disaster,158796,0,Rejected,49,Multi Brand
560,2725,2/22/2026,Theft Fire Damage,446112,0,Pending,52,Multi Brand
561,654,4/30/2026,Flood Damage,86250,52935,Approved,34,Cashless Network
562,3291,3/26/2026,Engine Damage,321738,0,Pending,31,Cashless Network
563,1711,12/19/2025,Flood Damage,258964,0,Pending,43,Cashless Network
564,2040,8/3/2025,Accidental Damage,412398,0,Rejected,46,Cashless Network
565,589,2/11/2026,Accidental Damage,417073,0,Rejected,72,Local Garage
566,521,6/1/2026,Natural Disaster,461295,0,Rejected,77,Authorized
567,3090,7/18/2025,Theft Fire Damage,34673,6463,Approved,67,Cashless Network
568,3638,2/27/2026,Glass Damage,29298,5569,Approved,65,Local Garage
569,1945,10/11/2025,Total Loss,114514,0,Rejected,72,Local Garage
570,2047,5/20/2026,Flood Damage,209970,0,Pending,57,Authorized
571,578,4/23/2026,Flood Damage,89825,69969,Approved,62,Local Garage
572,2259,3/26/2026,Engine Damage,291444,90254,Approved,24,Authorized
573,3113,5/14/2026,Glass Damage,462835,0,Pending,60,Authorized
574,3101,9/30/2025,Flood Damage,423205,0,Pending,81,Cashless Network
575,182,2/4/2026,Natural Disaster,434585,0,Pending,53,Local Garage
576,3358,4/24/2026,Accidental Damage,424434,0,Rejected,40,Local Garage
577,3361,1/22/2026,Theft Fire Damage,396517,0,Pending,80,Local Garage
578,2501,10/25/2025,Engine Damage,415984,0,Rejected,36,Multi Brand
579,1203,3/20/2026,Accidental Damage,246912,0,Rejected,43,Local Garage
580,775,8/6/2025,Engine Damage,404698,195499,Approved,32,Local Garage
581,349,2/9/2026,Natural Disaster,452413,0,Pending,83,Cashless Network
582,3265,8/3/2025,Own Damage,284933,0,Pending,70,Cashless Network
583,3055,5/22/2026,Engine Damage,474889,0,Pending,73,Multi Brand
584,74,12/4/2025,Theft Fire Damage,163437,47786,Approved,2,Local Garage
585,3309,1/2/2026,Accidental Damage,74389,0,Pending,32,Cashless Network
586,1299,4/25/2026,Natural Disaster,206863,0,Pending,45,Local Garage
587,2604,6/18/2026,Own Damage,330485,0,Rejected,86,Multi Brand
588,2810,2/28/2026,Own Damage,77983,36089,Approved,81,Local Garage
589,526,11/29/2025,Own Damage,19545,0,Rejected,59,Multi Brand
590,1265,8/12/2025,Theft Fire Damage,237450,8901,Approved,32,Authorized
591,1668,3/16/2026,Total Loss,32228,21395,Approved,90,Multi Brand
592,583,3/22/2026,Total Loss,480510,0,Pending,27,Local Garage
593,2761,11/20/2025,Accidental Damage,81110,0,Pending,13,Authorized
594,2544,7/16/2025,Engine Damage,21455,0,Rejected,61,Authorized
595,3490,10/17/2025,Glass Damage,473293,17390,Approved,7,Multi Brand
596,1356,11/27/2025,Total Loss,151647,46323,Approved,29,Multi Brand
597,545,2/9/2026,Flood Damage,239055,0,Pending,90,Multi Brand
598,679,7/5/2025,Own Damage,102240,0,Pending,27,Authorized
599,165,10/14/2025,Accidental Damage,72960,0,Pending,42,Cashless Network
600,3758,9/23/2025,Engine Damage,165330,63138,Approved,64,Authorized
601,484,9/10/2025,Glass Damage,385172,0,Pending,67,Local Garage
602,689,8/11/2025,Flood Damage,333221,0,Rejected,56,Authorized
603,2747,7/11/2025,Natural Disaster,213240,0,Rejected,72,Multi Brand
604,484,9/10/2025,Engine Damage,311006,120745,Approved,23,Authorized
605,272,5/28/2026,Total Loss,434947,0,Pending,2,Authorized
606,3943,8/29/2025,Own Damage,7442,0,Rejected,40,Authorized
607,1664,2/2/2026,Natural Disaster,303498,0,Rejected,57,Authorized
608,3992,5/2/2026,Accidental Damage,435315,0,Rejected,18,Local Garage
609,985,1/15/2026,Own Damage,224000,159523,Approved,43,Authorized
610,2352,12/1/2025,Engine Damage,23535,22706,Approved,42,Multi Brand
611,3117,7/19/2025,Theft Fire Damage,59457,0,Rejected,48,Cashless Network
612,570,9/23/2025,Own Damage,307329,253679,Approved,85,Cashless Network
613,2120,9/18/2025,Theft Fire Damage,457115,0,Pending,87,Cashless Network
614,3369,7/28/2025,Engine Damage,92032,0,Pending,46,Authorized
615,3437,1/28/2026,Accidental Damage,338748,0,Pending,63,Authorized
616,3661,11/1/2025,Own Damage,299587,0,Rejected,72,Authorized
617,2557,4/6/2026,Accidental Damage,252998,0,Pending,21,Local Garage
618,2144,7/3/2025,Engine Damage,385300,195173,Approved,2,Multi Brand
619,1174,8/31/2025,Own Damage,378316,0,Rejected,71,Cashless Network
620,2898,8/1/2025,Flood Damage,206383,0,Rejected,23,Multi Brand
621,2182,5/11/2026,Engine Damage,237874,72922,Approved,19,Local Garage
622,2865,3/13/2026,Natural Disaster,222242,0,Rejected,2,Authorized
623,3907,5/16/2026,Total Loss,314534,113801,Approved,62,Local Garage
624,1126,12/22/2025,Theft Fire Damage,136030,0,Rejected,4,Cashless Network
625,3767,7/11/2025,Natural Disaster,215807,0,Rejected,5,Local Garage
626,2702,10/19/2025,Own Damage,210403,78404,Approved,78,Authorized
627,3090,12/19/2025,Flood Damage,269688,0,Rejected,20,Local Garage
628,3066,6/2/2026,Own Damage,370288,232078,Approved,74,Cashless Network
629,2933,10/14/2025,Engine Damage,443293,0,Pending,37,Cashless Network
630,2898,12/20/2025,Total Loss,333160,0,Pending,7,Authorized
631,3247,3/9/2026,Natural Disaster,458700,0,Rejected,18,Local Garage
632,2747,10/15/2025,Flood Damage,141571,0,Rejected,43,Cashless Network
633,3322,6/17/2026,Theft Fire Damage,220150,0,Pending,22,Authorized
634,2654,4/25/2026,Accidental Damage,208388,97027,Approved,13,Authorized
635,3501,1/23/2026,Accidental Damage,217494,91079,Approved,20,Multi Brand
636,1425,8/30/2025,Flood Damage,22198,8110,Approved,69,Local Garage
637,2061,3/25/2026,Glass Damage,238071,73014,Approved,51,Multi Brand
638,1303,4/15/2026,Engine Damage,152218,56506,Approved,87,Multi Brand
639,1007,12/2/2025,Flood Damage,249293,28841,Approved,70,Multi Brand
640,2035,5/17/2026,Accidental Damage,239582,0,Pending,16,Multi Brand
641,3641,1/13/2026,Engine Damage,462360,33137,Approved,1,Cashless Network
642,897,10/3/2025,Natural Disaster,477374,0,Pending,89,Local Garage
643,2395,9/22/2025,Theft Fire Damage,47321,0,Rejected,32,Local Garage
644,1586,10/20/2025,Theft Fire Damage,297076,0,Pending,19,Cashless Network
645,2113,2/22/2026,Natural Disaster,186426,0,Rejected,54,Multi Brand
646,1442,12/28/2025,Flood Damage,155016,135255,Approved,65,Cashless Network
647,2828,5/23/2026,Flood Damage,387012,0,Rejected,17,Multi Brand
648,2665,2/9/2026,Accidental Damage,232023,0,Pending,4,Cashless Network
649,194,11/9/2025,Own Damage,307436,119298,Approved,90,Cashless Network
650,2729,8/5/2025,Theft Fire Damage,117074,0,Pending,1,Authorized
651,2550,6/23/2026,Flood Damage,182666,0,Pending,18,Cashless Network
652,3936,4/3/2026,Natural Disaster,480560,0,Pending,34,Multi Brand
653,3642,6/7/2026,Own Damage,120239,0,Pending,5,Local Garage
654,895,5/29/2026,Accidental Damage,282671,0,Pending,48,Cashless Network
655,806,8/20/2025,Theft Fire Damage,42813,0,Rejected,27,Multi Brand
656,3985,11/26/2025,Engine Damage,97733,0,Pending,18,Multi Brand
657,2362,6/3/2026,Glass Damage,230264,0,Pending,66,Cashless Network
658,1639,12/28/2025,Engine Damage,277475,0,Rejected,42,Local Garage
659,3083,4/24/2026,Flood Damage,455087,346141,Approved,85,Local Garage
660,285,8/12/2025,Flood Damage,21702,0,Rejected,56,Multi Brand
661,1227,1/25/2026,Flood Damage,244417,0,Rejected,25,Local Garage
662,1409,6/27/2026,Flood Damage,498655,0,Pending,56,Multi Brand
663,1939,12/6/2025,Flood Damage,280376,149262,Approved,9,Local Garage
664,284,5/27/2026,Glass Damage,461985,0,Rejected,56,Multi Brand
665,947,4/25/2026,Engine Damage,347319,0,Rejected,22,Cashless Network
666,341,10/20/2025,Theft Fire Damage,180500,30005,Approved,66,Cashless Network
667,2328,4/2/2026,Engine Damage,252319,0,Pending,5,Local Garage
668,873,6/18/2026,Theft Fire Damage,219076,0,Rejected,52,Cashless Network
669,1174,6/1/2026,Glass Damage,13225,0,Rejected,64,Multi Brand
670,2432,9/6/2025,Natural Disaster,456813,243148,Approved,77,Cashless Network
671,2712,3/21/2026,Theft Fire Damage,421807,31019,Approved,35,Local Garage
672,620,6/9/2026,Theft Fire Damage,416209,0,Rejected,23,Multi Brand
673,3000,9/21/2025,Flood Damage,281983,0,Rejected,83,Authorized
674,1258,8/21/2025,Flood Damage,30745,0,Rejected,20,Local Garage
675,2755,4/24/2026,Flood Damage,447134,0,Pending,85,Authorized
676,3685,10/13/2025,Accidental Damage,98515,79762,Approved,36,Authorized
677,1461,5/2/2026,Flood Damage,325052,0,Pending,77,Multi Brand
678,298,8/22/2025,Own Damage,131007,0,Pending,75,Multi Brand
679,2051,5/2/2026,Total Loss,483790,177442,Approved,46,Authorized
680,2693,8/8/2025,Own Damage,385511,322782,Approved,85,Multi Brand
681,3473,6/12/2026,Own Damage,280322,169759,Approved,36,Authorized
682,2635,12/30/2025,Glass Damage,105088,0,Rejected,68,Cashless Network
683,1836,1/18/2026,Glass Damage,248487,0,Pending,7,Cashless Network
684,1181,2/17/2026,Total Loss,429506,0,Rejected,3,Local Garage
685,2102,7/28/2025,Theft Fire Damage,351844,0,Pending,72,Cashless Network
686,3841,3/8/2026,Glass Damage,410601,0,Rejected,11,Local Garage
687,2529,2/6/2026,Flood Damage,165069,0,Pending,29,Authorized
688,2091,12/14/2025,Own Damage,45371,32965,Approved,54,Cashless Network
689,3721,8/11/2025,Glass Damage,152929,98504,Approved,58,Multi Brand
690,3016,9/19/2025,Natural Disaster,284770,0,Pending,27,Authorized
691,3141,6/6/2026,Accidental Damage,60263,58699,Approved,25,Local Garage
692,807,1/4/2026,Glass Damage,250986,0,Rejected,28,Local Garage
693,2290,6/17/2026,Flood Damage,243201,0,Rejected,86,Authorized
694,3218,12/17/2025,Glass Damage,314708,98657,Approved,90,Multi Brand
695,438,3/10/2026,Flood Damage,334950,0,Rejected,15,Local Garage
696,1345,7/1/2025,Theft Fire Damage,222675,0,Pending,45,Authorized
697,223,8/29/2025,Engine Damage,167188,0,Pending,87,Cashless Network
698,2373,11/23/2025,Accidental Damage,457253,0,Pending,82,Cashless Network
699,3752,11/14/2025,Total Loss,271636,0,Pending,5,Local Garage
700,3672,7/24/2025,Theft Fire Damage,101065,0,Pending,6,Multi Brand
701,739,5/27/2026,Natural Disaster,278838,38133,Approved,3,Authorized
702,2087,1/24/2026,Own Damage,471932,0,Pending,2,Local Garage
703,2926,7/5/2025,Natural Disaster,226225,0,Rejected,83,Multi Brand
704,684,2/17/2026,Engine Damage,19934,0,Rejected,85,Authorized
705,1476,1/6/2026,Glass Damage,218068,0,Pending,51,Multi Brand
706,1891,9/29/2025,Engine Damage,358944,0,Pending,86,Local Garage
707,826,8/29/2025,Own Damage,381859,0,Pending,88,Cashless Network
708,438,6/28/2025,Flood Damage,33925,12298,Approved,75,Local Garage
709,3559,4/30/2026,Total Loss,36918,0,Rejected,14,Local Garage
710,487,1/11/2026,Flood Damage,361026,0,Rejected,1,Local Garage
711,2668,7/11/2025,Theft Fire Damage,489712,427659,Approved,68,Authorized
712,1085,11/19/2025,Accidental Damage,325371,0,Rejected,76,Local Garage
713,1707,1/12/2026,Natural Disaster,164298,0,Pending,73,Cashless Network
714,959,11/4/2025,Own Damage,28593,8776,Approved,81,Local Garage
715,2267,11/17/2025,Flood Damage,16011,0,Pending,52,Authorized
716,2196,9/12/2025,Flood Damage,430918,0,Pending,51,Authorized
717,2230,5/16/2026,Natural Disaster,279475,0,Rejected,3,Multi Brand
718,3241,6/20/2026,Natural Disaster,196684,0,Pending,40,Multi Brand
719,1829,11/27/2025,Total Loss,116289,0,Rejected,7,Local Garage
720,3300,10/6/2025,Natural Disaster,245220,157107,Approved,68,Local Garage
721,2740,1/22/2026,Flood Damage,380534,0,Pending,26,Cashless Network
722,2122,10/19/2025,Accidental Damage,184965,64891,Approved,60,Cashless Network
723,179,5/16/2026,Glass Damage,47011,42429,Approved,5,Local Garage
724,625,2/1/2026,Engine Damage,371612,0,Rejected,72,Multi Brand
725,1984,3/23/2026,Theft Fire Damage,479910,0,Pending,37,Local Garage
726,2874,5/21/2026,Engine Damage,153401,0,Pending,88,Cashless Network
727,1750,9/8/2025,Natural Disaster,106133,0,Rejected,52,Authorized
728,3926,9/28/2025,Total Loss,343405,255100,Approved,66,Multi Brand
729,489,10/11/2025,Accidental Damage,214860,0,Rejected,78,Local Garage
730,341,2/18/2026,Own Damage,481068,0,Pending,59,Cashless Network
731,2616,2/21/2026,Natural Disaster,182923,0,Rejected,51,Local Garage
732,1431,12/19/2025,Own Damage,334319,0,Rejected,69,Cashless Network
733,130,10/25/2025,Total Loss,386284,0,Pending,28,Cashless Network
734,3735,1/9/2026,Total Loss,139120,12282,Approved,26,Authorized
735,609,9/26/2025,Theft Fire Damage,158550,0,Rejected,70,Authorized
736,3892,12/1/2025,Natural Disaster,462466,151728,Approved,59,Local Garage
737,1919,4/1/2026,Engine Damage,84756,0,Pending,36,Local Garage
738,3979,2/6/2026,Flood Damage,146062,0,Rejected,75,Cashless Network
739,1530,5/10/2026,Theft Fire Damage,392353,0,Pending,79,Authorized
740,525,10/4/2025,Theft Fire Damage,279336,0,Rejected,82,Local Garage
741,283,1/5/2026,Theft Fire Damage,277905,0,Rejected,84,Local Garage
742,2694,6/1/2026,Natural Disaster,484088,0,Pending,46,Cashless Network
743,2432,12/27/2025,Natural Disaster,24579,0,Pending,3,Multi Brand
744,1425,2/26/2026,Flood Damage,318379,81963,Approved,55,Cashless Network
745,3219,12/30/2025,Theft Fire Damage,198352,0,Pending,37,Local Garage
746,2423,8/2/2025,Flood Damage,204638,0,Rejected,81,Multi Brand
747,931,8/8/2025,Theft Fire Damage,299492,0,Pending,5,Local Garage
748,1501,2/7/2026,Flood Damage,131937,0,Rejected,34,Authorized
749,3298,5/26/2026,Own Damage,141421,0,Pending,36,Multi Brand
750,2903,12/1/2025,Flood Damage,74145,0,Rejected,36,Authorized
751,2216,10/4/2025,Engine Damage,458288,0,Pending,56,Multi Brand
752,2529,11/24/2025,Own Damage,295659,0,Pending,73,Local Garage
753,749,8/17/2025,Total Loss,396603,0,Pending,41,Cashless Network
